"source","pdf_file","pdf_sha256","printed_headword","normalized_headword","part_of_speech","cefr_level","pdf_page","pdf_column","pdf_line","pre_import_status","pre_import_record_ids","post_import_status","final_record_ids","source_key"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","engineering","engineering","noun","B1","4","2","8","existing-exact","899","existing-exact","899","engineering|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","enhance","enhance","verb","B2","4","2","9","existing-exact","900","existing-exact","900","enhance|B2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","enjoy","enjoy","verb","A1","4","2","10","existing-exact","901","existing-exact","901","enjoy|A1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","enormous","enormous","adjective","A2","4","2","11","existing-exact","902","existing-exact","902","enormous|A2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","enough","enough","determiner; pronoun; adverb","A1","4","2","12","existing-exact","903","existing-exact","903","enough|A1|adverb+determiner+pronoun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","enquiry","enquiry","noun","B2","4","2","13","existing-exact","904","existing-exact","904","enquiry|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","ensure","ensure","verb","B2","4","2","14","existing-exact","905","existing-exact","905","ensure|B2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","enter","enter","verb","A2","4","2","15","existing-exact","906","existing-exact","906","enter|A2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","entertain","entertain","verb","B1","4","2","16","existing-exact","907","existing-exact","907","entertain|B1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","entertainment","entertainment","noun","B1","4","2","17","existing-exact","908","existing-exact","908","entertainment|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","enthusiasm","enthusiasm","noun","B2","4","2","18","existing-exact","909","existing-exact","909","enthusiasm|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","enthusiastic","enthusiastic","adjective","B2","4","2","19","existing-exact","910","existing-exact","910","enthusiastic|B2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","entire","entire","adjective","B2","4","2","20","existing-exact","911","existing-exact","911","entire|B2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","entirely","entirely","adverb","B2","4","2","21","existing-exact","912","existing-exact","912","entirely|B2|adverb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","entrance","entrance","noun","B1","4","2","22","existing-exact","913","existing-exact","913","entrance|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","entry","entry","noun","B1","4","2","23","existing-exact","914","existing-exact","914","entry|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","environment","environment","noun","A2","4","2","24","existing-exact","915","existing-exact","915","environment|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","environmental","environmental","adjective","B1","4","2","25","existing-exact","916","existing-exact","916","environmental|B1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","episode","episode","noun","B1","4","2","26","existing-exact","917","existing-exact","917","episode|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","equal","equal","adjective; verb","B1","4","2","27","existing-exact","918","existing-exact","918","equal|B1|adjective+verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","equal","equal","noun","B2","4","2","27","existing-exact","919","existing-exact","919","equal|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","equally","equally","adverb","B1","4","2","28","existing-exact","920","existing-exact","920","equally|B1|adverb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","equipment","equipment","noun","A2","4","2","29","existing-exact","921","existing-exact","921","equipment|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","error","error","noun","A2","4","2","30","existing-exact","922","existing-exact","922","error|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","escape","escape","verb; noun","B1","4","2","31","existing-exact","923","existing-exact","923","escape|B1|noun+verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","especially","especially","adverb","A2","4","2","32","existing-exact","924","existing-exact","924","especially|A2|adverb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","essay","essay","noun","A2","4","2","33","existing-exact","925","existing-exact","925","essay|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","essential","essential","adjective","B1","4","2","34","existing-exact","926","existing-exact","926","essential|B1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","establish","establish","verb","B2","4","2","35","existing-exact","927","existing-exact","927","establish|B2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","estate","estate","noun","B2","4","2","36","existing-exact","928","existing-exact","928","estate|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","estimate","estimate","verb; noun","B2","4","2","37","existing-exact","929","existing-exact","929","estimate|B2|noun+verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","ethical","ethical","adjective","B2","4","2","38","existing-exact","930","existing-exact","930","ethical|B2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","euro","euro","noun","A1","4","2","39","existing-exact","931","existing-exact","931","euro|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","evaluate","evaluate","verb","B2","4","2","40","existing-exact","932","existing-exact","932","evaluate|B2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","even","even","adverb","A1","4","2","41","existing-exact","933","existing-exact","933","even|A1|adverb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","even","even","adjective","B2","4","2","41","existing-exact","934","existing-exact","934","even|B2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","evening","evening","noun","A1","4","2","42","existing-exact","935","existing-exact","935","evening|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","event","event","noun","A1","4","2","43","existing-exact","936","existing-exact","936","event|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","eventually","eventually","adverb","B1","4","2","44","existing-exact","937","existing-exact","937","eventually|B1|adverb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","ever","ever","adverb","A1","4","2","45","existing-exact","938","existing-exact","938","ever|A1|adverb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","every","every","determiner","A1","4","2","46","existing-exact","939","existing-exact","939","every|A1|determiner"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","everybody","everybody","pronoun","A1","4","2","47","existing-exact","940","existing-exact","940","everybody|A1|pronoun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","everyday","everyday","adjective","A2","4","2","48","existing-exact","941","existing-exact","941","everyday|A2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","everyone","everyone","pronoun","A1","4","2","49","existing-exact","942","existing-exact","942","everyone|A1|pronoun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","everything","everything","pronoun","A1","4","2","50","existing-exact","943","existing-exact","943","everything|A1|pronoun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","everywhere","everywhere","adverb","A2","4","2","51","existing-exact","944","existing-exact","944","everywhere|A2|adverb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","evidence","evidence","noun","A2","4","2","52","existing-exact","945","existing-exact","945","evidence|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","evil","evil","adjective; noun","B2","4","2","53","existing-exact","946","existing-exact","946","evil|B2|adjective+noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","exact","exact","adjective","A2","4","2","54","existing-exact","947","existing-exact","947","exact|A2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","exactly","exactly","adverb","A2","4","2","55","existing-exact","948","existing-exact","948","exactly|A2|adverb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","exam","exam","noun","A1","4","2","56","existing-exact","949","existing-exact","949","exam|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","examination","examination","noun","B2","4","2","57","existing-exact","950","existing-exact","950","examination|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","examine","examine","verb","B1","4","2","58","existing-exact","951","existing-exact","951","examine|B1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","example","example","noun","A1","4","2","59","existing-exact","952","existing-exact","952","example|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","excellent","excellent","adjective","A2","4","2","60","existing-exact","953","existing-exact","953","excellent|A2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","except","except","preposition","A2","4","2","61","existing-exact","954","existing-exact","954","except|A2|preposition"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","except","except","conjunction","B1","4","2","61","existing-exact","955","existing-exact","955","except|B1|conjunction"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","exchange","exchange","noun; verb","B1","4","2","62","existing-exact","956","existing-exact","956","exchange|B1|noun+verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","excited","excited","adjective","A1","4","2","63","existing-exact","957","existing-exact","957","excited|A1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","excitement","excitement","noun","B1","4","2","64","existing-exact","958","existing-exact","958","excitement|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","exciting","exciting","adjective","A1","4","2","65","existing-exact","959","existing-exact","959","exciting|A1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","excuse","excuse","noun; verb","B2","4","2","66","existing-exact","960","existing-exact","960","excuse|B2|noun+verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","executive","executive","noun; adjective","B2","4","2","67","existing-exact","961","existing-exact","961","executive|B2|adjective+noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","exercise","exercise","noun; verb","A1","4","2","68","existing-exact","962","existing-exact","962","exercise|A1|noun+verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","exhibition","exhibition","noun","B1","4","2","69","existing-exact","963","existing-exact","963","exhibition|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","exist","exist","verb","A2","4","2","70","existing-exact","964","existing-exact","964","exist|A2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","existence","existence","noun","B2","4","3","1","missing","","existing-exact","5140","existence|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","expand","expand","verb","B1","4","3","2","missing","","existing-exact","5141","expand|B1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","expect","expect","verb","A2","4","3","3","missing","","existing-exact","5142","expect|A2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","expectation","expectation","noun","B2","4","3","4","missing","","existing-exact","5143","expectation|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","expected","expected","adjective","B1","4","3","5","missing","","existing-exact","5144","expected|B1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","expedition","expedition","noun","B1","4","3","6","existing-level-mismatch","3355","existing-exact","3355","expedition|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","expense","expense","noun","B2","4","3","7","existing-exact","965","existing-exact","965","expense|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","expensive","expensive","adjective","A1","4","3","8","existing-exact","966","existing-exact","966","expensive|A1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","experience","experience","noun","A2","4","3","9","existing-exact","967","existing-exact","967","experience|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","experience","experience","verb","B1","4","3","9","existing-exact","968","existing-exact","968","experience|B1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","experienced","experienced","adjective","B1","4","3","10","existing-exact","969","existing-exact","969","experienced|B1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","experiment","experiment","noun","A2","4","3","11","existing-exact","970","existing-exact","970","experiment|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","experiment","experiment","verb","B1","4","3","11","existing-exact","971","existing-exact","971","experiment|B1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","expert","expert","noun; adjective","A2","4","3","12","existing-exact","972","existing-exact","972","expert|A2|adjective+noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","explain","explain","verb","A1","4","3","13","existing-exact","973","existing-exact","973","explain|A1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","explanation","explanation","noun","A2","4","3","14","existing-exact","974","existing-exact","974","explanation|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","explode","explode","verb","B1","4","3","15","existing-exact","975","existing-exact","975","explode|B1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","exploration","exploration","noun","B2","4","3","16","existing-exact","976","existing-exact","976","exploration|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","explore","explore","verb","B1","4","3","17","existing-exact","977","existing-exact","977","explore|B1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","explosion","explosion","noun","B1","4","3","18","existing-exact","978","existing-exact","978","explosion|B1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","export","export","noun; verb","B1","4","3","19","existing-exact","979","existing-exact","979","export|B1|noun+verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","expose","expose","verb","B2","4","3","20","existing-exact","980","existing-exact","980","expose|B2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","express","express","verb","A2","4","3","21","existing-exact","981","existing-exact","981","express|A2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","expression","expression","noun","A2","4","3","22","existing-exact","982","existing-exact","982","expression|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","extend","extend","verb","B2","4","3","23","existing-exact","983","existing-exact","983","extend|B2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","extent","extent","noun","B2","4","3","24","existing-exact","984","existing-exact","984","extent|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","external","external","adjective","B2","4","3","25","existing-exact","985","existing-exact","985","external|B2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","extra","extra","adjective","A1","4","3","26","existing-exact","986","existing-exact","986","extra|A1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","extra","extra","noun; adverb","B1","4","3","26","existing-exact","987","existing-exact","987","extra|B1|adverb+noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","extraordinary","extraordinary","adjective","B2","4","3","27","existing-exact","988","existing-exact","988","extraordinary|B2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","extreme","extreme","adjective","A2","4","3","28","existing-exact","989","existing-exact","989","extreme|A2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","extreme","extreme","noun","B2","4","3","28","existing-exact","990","existing-exact","990","extreme|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","extremely","extremely","adverb","A2","4","3","29","existing-exact","991","existing-exact","991","extremely|A2|adverb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","eye","eye","noun","A1","4","3","30","existing-exact","992","existing-exact","992","eye|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","face","face","noun","A1","4","3","31","existing-exact","993","existing-exact","993","face|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","face","face","verb","B1","4","3","31","existing-exact","994","existing-exact","994","face|B1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","facility","facility","noun","B2","4","3","32","existing-exact","995","existing-exact","995","facility|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","fact","fact","noun","A1","4","3","33","existing-exact","996","existing-exact","996","fact|A1|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","factor","factor","noun","A2","4","3","34","existing-exact","997","existing-exact","997","factor|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","factory","factory","noun","A2","4","3","35","existing-exact","998","existing-exact","998","factory|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","fail","fail","verb","A2","4","3","36","existing-exact","999","existing-exact","999","fail|A2|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","failure","failure","noun","B2","4","3","37","existing-exact","1000","existing-exact","1000","failure|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","fair","fair","adjective","A2","4","3","38","existing-exact","1001","existing-exact","1001","fair|A2|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","fairly","fairly","adverb","B1","4","3","39","existing-exact","1002","existing-exact","1002","fairly|B1|adverb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","faith","faith","noun","B2","4","3","40","existing-exact","1003","existing-exact","1003","faith|B2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","fall","fall","verb","A1","4","3","41","existing-exact","1004","existing-exact","1004","fall|A1|verb"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","fall","fall","noun","A2","4","3","41","existing-exact","1005","existing-exact","1005","fall|A2|noun"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","false","false","adjective","A1","4","3","42","existing-exact","1006","existing-exact","1006","false|A1|adjective"
"The Oxford 3000","The_Oxford_3000.pdf","ddaf936ef29f5e67c2df0ab3b547fd5bf9d9631f900c3cf55c195cb9c5ad0b40","familiar","familiar","adjective","B1","4","3","43","existing-exact","1007","existing-exact","1007","familiar|B1|adjective"
