"id","word","cefr","parts_of_speech","resolved_meanings","cambridge_english_arabic_url","cambridge_english_url","oxford_pos_url","review_status"
"720","demand","B2","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/demand","https://dictionary.cambridge.org/dictionary/english/demand","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"735","design","A1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/design","https://dictionary.cambridge.org/dictionary/english/design","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"737","desire","B2","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/desire","https://dictionary.cambridge.org/dictionary/english/desire","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"763","direct","B1","verb + adverb","3","https://dictionary.cambridge.org/dictionary/english-arabic/direct","https://dictionary.cambridge.org/dictionary/english/direct","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"786","dislike","B1","verb + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/dislike","https://dictionary.cambridge.org/dictionary/english/dislike","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"788","display","B2","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/display","https://dictionary.cambridge.org/dictionary/english/display","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"797","do","A1","verb + auxiliary","3","https://dictionary.cambridge.org/dictionary/english-arabic/do","https://dictionary.cambridge.org/dictionary/english/do","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"808","double","A2","adjective + determiner + pronoun + verb","4","https://dictionary.cambridge.org/dictionary/english-arabic/double","https://dictionary.cambridge.org/dictionary/english/double","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"810","doubt","B1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/doubt","https://dictionary.cambridge.org/dictionary/english/doubt","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"811","down","A1","adverb + preposition","3","https://dictionary.cambridge.org/dictionary/english-arabic/down","https://dictionary.cambridge.org/dictionary/english/down","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"812","download","A2","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/download","https://dictionary.cambridge.org/dictionary/english/download","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"816","dozen","B2","noun + determiner","3","https://dictionary.cambridge.org/dictionary/english-arabic/dozen","https://dictionary.cambridge.org/dictionary/english/dozen","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"817","draft","B2","noun + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/draft","https://dictionary.cambridge.org/dictionary/english/draft","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"823","dream","A2","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/dream","https://dictionary.cambridge.org/dictionary/english/dream","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"824","dress","A1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/dress","https://dictionary.cambridge.org/dictionary/english/dress","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"826","drink","A1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/drink","https://dictionary.cambridge.org/dictionary/english/drink","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"836","each","A1","determiner + pronoun + adverb","3","https://dictionary.cambridge.org/dictionary/english-arabic/each","https://dictionary.cambridge.org/dictionary/english/each","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"838","early","A1","adjective + adverb","3","https://dictionary.cambridge.org/dictionary/english-arabic/early","https://dictionary.cambridge.org/dictionary/english/early","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"843","east","A1","noun + adjective + adverb","4","https://dictionary.cambridge.org/dictionary/english-arabic/east","https://dictionary.cambridge.org/dictionary/english/east","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"866","either","A2","determiner + pronoun + adverb","4","https://dictionary.cambridge.org/dictionary/english-arabic/either","https://dictionary.cambridge.org/dictionary/english/either","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"879","email","A1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/email","https://dictionary.cambridge.org/dictionary/english/email","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"895","encounter","B2","verb + noun","4","https://dictionary.cambridge.org/dictionary/english-arabic/encounter","https://dictionary.cambridge.org/dictionary/english/encounter","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"897","end","A1","noun + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/end","https://dictionary.cambridge.org/dictionary/english/end","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"903","enough","A1","determiner + pronoun + adverb","4","https://dictionary.cambridge.org/dictionary/english-arabic/enough","https://dictionary.cambridge.org/dictionary/english/enough","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"918","equal","B1","adjective + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/equal","https://dictionary.cambridge.org/dictionary/english/equal","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"923","escape","B1","verb + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/escape","https://dictionary.cambridge.org/dictionary/english/escape","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"929","estimate","B2","verb + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/estimate","https://dictionary.cambridge.org/dictionary/english/estimate","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"946","evil","B2","adjective + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/evil","https://dictionary.cambridge.org/dictionary/english/evil","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"956","exchange","B1","noun + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/exchange","https://dictionary.cambridge.org/dictionary/english/exchange","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"960","excuse","B2","noun + verb","4","https://dictionary.cambridge.org/dictionary/english-arabic/excuse","https://dictionary.cambridge.org/dictionary/english/excuse","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"961","executive","B2","noun + adjective","3","https://dictionary.cambridge.org/dictionary/english-arabic/executive","https://dictionary.cambridge.org/dictionary/english/executive","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"962","exercise","A1","noun + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/exercise","https://dictionary.cambridge.org/dictionary/english/exercise","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"972","expert","A2","noun + adjective","2","https://dictionary.cambridge.org/dictionary/english-arabic/expert","https://dictionary.cambridge.org/dictionary/english/expert","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"979","export","B1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/export","https://dictionary.cambridge.org/dictionary/english/export","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"987","extra","B1","noun + adverb","3","https://dictionary.cambridge.org/dictionary/english-arabic/extra","https://dictionary.cambridge.org/dictionary/english/extra","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1008","family","A1","noun + adjective","4","https://dictionary.cambridge.org/dictionary/english-arabic/family","https://dictionary.cambridge.org/dictionary/english/family","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1011","fancy","B1","verb + adjective","3","https://dictionary.cambridge.org/dictionary/english-arabic/fancy","https://dictionary.cambridge.org/dictionary/english/fancy","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1022","fast","A1","adjective + adverb","2","https://dictionary.cambridge.org/dictionary/english-arabic/fast","https://dictionary.cambridge.org/dictionary/english/fast","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1030","favourite","A1","adjective + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/favourite","https://dictionary.cambridge.org/dictionary/english/favourite","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1048","fight","A2","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/fight","https://dictionary.cambridge.org/dictionary/english/fight","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1060","finance","B2","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/finance","https://dictionary.cambridge.org/dictionary/english/finance","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1071","first","A1","determiner + number + adverb","3","https://dictionary.cambridge.org/dictionary/english-arabic/first","https://dictionary.cambridge.org/dictionary/english/first","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1077","fit","A2","verb + adjective","3","https://dictionary.cambridge.org/dictionary/english-arabic/fit","https://dictionary.cambridge.org/dictionary/english/fit","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1085","flash","B2","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/flash","https://dictionary.cambridge.org/dictionary/english/flash","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1091","flood","B1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/flood","https://dictionary.cambridge.org/dictionary/english/flood","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1094","flow","B1","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/flow","https://dictionary.cambridge.org/dictionary/english/flow","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1099","flying","A2","noun + adjective","3","https://dictionary.cambridge.org/dictionary/english-arabic/fly?q=flying","https://dictionary.cambridge.org/dictionary/english/flying","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1100","focus","A2","verb + noun","4","https://dictionary.cambridge.org/dictionary/english-arabic/focus","https://dictionary.cambridge.org/dictionary/english/focus","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1104","folk","B1","noun + adjective","2","https://dictionary.cambridge.org/dictionary/english-arabic/folk","https://dictionary.cambridge.org/dictionary/english/folk","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1112","force","B1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/force","https://dictionary.cambridge.org/dictionary/english/force","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1119","form","A1","noun + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/form","https://dictionary.cambridge.org/dictionary/english/form","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1124","frame","B1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/frame","https://dictionary.cambridge.org/dictionary/english/frame","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1142","front","A1","noun + adjective","3","https://dictionary.cambridge.org/dictionary/english-arabic/front","https://dictionary.cambridge.org/dictionary/english/front","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1154","fund","B2","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/fund","https://dictionary.cambridge.org/dictionary/english/fund","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1165","gain","B2","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/gain","https://dictionary.cambridge.org/dictionary/english/gain","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1186","giant","B1","adjective + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/giant","https://dictionary.cambridge.org/dictionary/english/giant","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1192","gold","A2","noun + adjective","2","https://dictionary.cambridge.org/dictionary/english-arabic/gold","https://dictionary.cambridge.org/dictionary/english/gold","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1196","goodbye","A1","exclamation + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/goodbye","https://dictionary.cambridge.org/dictionary/english/goodbye","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1204","graduate","B1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/graduate","https://dictionary.cambridge.org/dictionary/english/graduate","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1210","grant","B2","verb + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/grant","https://dictionary.cambridge.org/dictionary/english/grant","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1214","green","A1","adjective + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/green","https://dictionary.cambridge.org/dictionary/english/green","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1216","grey","A1","adjective + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/grey","https://dictionary.cambridge.org/dictionary/english/grey","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1221","guarantee","B2","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/guarantee","https://dictionary.cambridge.org/dictionary/english/guarantee","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1222","guard","B1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/guard","https://dictionary.cambridge.org/dictionary/english/guard","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1223","guess","A1","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/guess","https://dictionary.cambridge.org/dictionary/english/guess","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1225","guide","A2","noun + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/guide","https://dictionary.cambridge.org/dictionary/english/guide","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1233","half","A1","noun + determiner + pronoun","4","https://dictionary.cambridge.org/dictionary/english-arabic/half","https://dictionary.cambridge.org/dictionary/english/half","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1238","handle","B2","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/handle","https://dictionary.cambridge.org/dictionary/english/handle","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1244","hard","A1","adjective + adverb","4","https://dictionary.cambridge.org/dictionary/english-arabic/hard","https://dictionary.cambridge.org/dictionary/english/hard","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1246","harm","B2","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/harm","https://dictionary.cambridge.org/dictionary/english/harm","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1267","hello","A1","exclamation + noun","3","https://dictionary.cambridge.org/dictionary/english-arabic/hello","https://dictionary.cambridge.org/dictionary/english/hello","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1268","help","A1","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/help","https://dictionary.cambridge.org/dictionary/english/help","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1270","her","A1","pronoun + determiner","4","https://dictionary.cambridge.org/dictionary/english-arabic/her","https://dictionary.cambridge.org/dictionary/english/her","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1281","highlight","B1","verb + noun","4","https://dictionary.cambridge.org/dictionary/english-arabic/highlight","https://dictionary.cambridge.org/dictionary/english/highlight","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1293","hit","A2","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/hit","https://dictionary.cambridge.org/dictionary/english/hit","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1302","home","A1","noun + adverb","4","https://dictionary.cambridge.org/dictionary/english-arabic/home","https://dictionary.cambridge.org/dictionary/english/home","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1306","honour","B2","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/honour","https://dictionary.cambridge.org/dictionary/english/honour","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1325","human","A2","adjective + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/human","https://dictionary.cambridge.org/dictionary/english/human","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1353","impact","B1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/impact","https://dictionary.cambridge.org/dictionary/english/impact","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1356","import","B1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/import","https://dictionary.cambridge.org/dictionary/english/import","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1367","in","A1","preposition + adverb","2","https://dictionary.cambridge.org/dictionary/english-arabic/in","https://dictionary.cambridge.org/dictionary/english/in","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1374","increase","A2","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/increase","https://dictionary.cambridge.org/dictionary/english/increase","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1382","individual","A2","noun + adjective","2","https://dictionary.cambridge.org/dictionary/english-arabic/individual","https://dictionary.cambridge.org/dictionary/english/individual","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1388","influence","B1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/influence","https://dictionary.cambridge.org/dictionary/english/influence","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1415","interest","A1","noun + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/interest","https://dictionary.cambridge.org/dictionary/english/interest","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1423","interview","A1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/interview","https://dictionary.cambridge.org/dictionary/english/interview","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1437","iron","B1","noun + verb","3","https://dictionary.cambridge.org/dictionary/english-arabic/iron","https://dictionary.cambridge.org/dictionary/english/iron","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1454","joke","A2","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/joke","https://dictionary.cambridge.org/dictionary/english/joke","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1459","judge","B1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/judge","https://dictionary.cambridge.org/dictionary/english/judge","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1463","jump","A2","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/jump","https://dictionary.cambridge.org/dictionary/english/jump","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1465","key","A1","noun + adjective","2","https://dictionary.cambridge.org/dictionary/english-arabic/key","https://dictionary.cambridge.org/dictionary/english/key","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1468","kick","B1","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/kick","https://dictionary.cambridge.org/dictionary/english/kick","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1476","kiss","B1","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/kiss","https://dictionary.cambridge.org/dictionary/english/kiss","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1485","label","B1","noun + verb","4","https://dictionary.cambridge.org/dictionary/english-arabic/label","https://dictionary.cambridge.org/dictionary/english/label","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1488","lack","B1","noun + verb","2","https://dictionary.cambridge.org/dictionary/english-arabic/lack","https://dictionary.cambridge.org/dictionary/english/lack","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1500","last","A2","adverb + noun","4","https://dictionary.cambridge.org/dictionary/english-arabic/last","https://dictionary.cambridge.org/dictionary/english/last","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1502","late","A1","adjective + adverb","3","https://dictionary.cambridge.org/dictionary/english-arabic/late","https://dictionary.cambridge.org/dictionary/english/late","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1507","laugh","A1","verb + noun","2","https://dictionary.cambridge.org/dictionary/english-arabic/laugh","https://dictionary.cambridge.org/dictionary/english/laugh","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
"1509","launch","B2","verb + noun","4","https://dictionary.cambridge.org/dictionary/english-arabic/launch","https://dictionary.cambridge.org/dictionary/english/launch","https://www.oxfordlearnersdictionaries.com/us/external/pdf/wordlists/oxford-3000-5000/The_Oxford_3000_by_CEFR_level.pdf","verified"
